hour,day_of_week,rain_mm,road_type_enc,accident_rate_norm,speed_limit,school_zone,hospital_zone,ped_density_enc,lane_count,has_signal,traffic_vol_norm,incident_weight,cops_deployed,risk_label
0.522,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.597,0.000,0.100,41
0.130,0.167,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.146,0.000,0.200,31
0.261,0.833,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.395,0.000,0.300,34
0.261,0.167,0.000,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.345,0.000,0.200,28
0.130,0.167,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.127,0.000,0.200,36
0.783,0.833,0.200,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.775,0.000,0.300,42
0.522,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.553,0.000,0.200,37
0.261,0.167,0.200,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.434,0.000,0.300,54
0.261,0.167,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.300,0.000,0.100,36
0.130,0.833,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.131,0.000,0.200,37
0.261,0.833,0.200,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.321,0.000,0.300,34
0.130,0.167,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.156,0.000,0.400,30
0.522,0.167,0.000,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.475,0.000,0.100,60
0.652,0.833,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.610,0.000,0.300,49
0.522,0.167,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.486,0.000,0.200,40
0.000,0.167,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.133,0.000,0.400,31
0.261,0.167,0.000,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.334,0.000,0.200,35
0.913,0.833,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.128,0.000,0.100,44
0.522,0.167,0.000,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.569,0.000,0.200,33
0.652,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.546,0.000,0.100,43
0.391,0.167,0.000,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.882,0.000,0.200,65
0.130,0.833,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.145,0.000,0.100,30
0.913,0.167,0.200,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.130,0.000,0.100,40
0.652,0.167,0.200,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.520,0.000,0.400,45
0.000,0.833,0.000,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.120,0.000,0.100,34
0.391,0.833,0.200,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.881,0.000,0.100,59
0.261,0.833,0.200,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.345,0.000,0.300,31
0.000,0.833,0.200,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.156,0.000,0.200,23
0.261,0.167,0.000,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.355,0.000,0.300,38
0.913,0.833,0.200,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.119,0.000,0.200,22
0.913,0.833,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.142,0.000,0.000,29
0.130,0.833,0.200,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.115,0.000,0.100,39
0.261,0.167,0.200,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.306,0.000,0.200,50
0.522,0.833,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.486,0.000,0.200,36
0.913,0.167,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.129,0.000,0.200,48
0.652,0.833,0.200,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.564,0.000,0.200,36
0.000,0.167,0.000,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.136,0.000,0.000,45
0.261,0.833,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.360,0.000,0.400,42
0.652,0.167,0.200,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.617,0.000,0.400,38
0.522,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.600,0.000,0.000,37
0.652,0.833,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.529,0.000,0.200,45
0.783,0.833,0.000,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,1.000,0.000,0.000,56
0.522,0.833,0.000,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.477,0.000,0.300,39
0.522,0.167,0.200,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.568,0.000,0.300,60
0.913,0.167,0.200,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.131,0.000,0.100,36
0.261,0.833,0.200,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.429,0.000,0.100,42
0.000,0.833,0.000,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.136,0.000,0.000,38
0.261,0.833,0.000,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.342,0.000,0.000,40
0.522,0.833,0.000,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.631,0.000,0.200,39
0.652,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.516,0.000,0.100,35
0.913,0.167,0.000,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.130,0.000,0.000,38
0.652,0.167,0.000,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.555,0.000,0.300,50
0.391,0.833,0.200,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.812,0.000,0.300,55
0.783,0.167,0.200,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.992,0.000,0.400,89
0.913,0.167,0.200,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.131,0.000,0.100,45
0.783,0.167,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.798,0.000,0.200,58
0.391,0.167,0.200,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.745,0.000,0.200,64
0.652,0.833,0.000,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.516,0.000,0.100,38
0.130,0.833,0.000,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.146,0.000,0.200,40
0.000,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.145,0.000,0.100,35
0.913,0.167,0.200,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.145,0.000,0.400,40
0.261,0.833,0.000,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.345,0.000,0.100,26
0.652,0.833,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.532,0.000,0.300,34
0.130,0.833,0.000,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.116,0.000,0.000,40
0.261,0.167,0.200,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.321,0.000,0.400,36
0.783,0.833,0.200,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.999,0.000,0.200,61
0.391,0.833,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.853,0.000,0.100,54
0.261,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.340,0.000,0.400,34
0.130,0.167,0.200,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.159,0.000,0.300,41
0.000,0.167,0.200,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.152,0.000,0.300,30
0.783,0.833,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.798,0.000,0.000,52
0.522,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.515,0.000,0.200,35
0.783,0.833,0.200,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.996,0.000,0.400,62
0.522,0.833,0.000,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.504,0.000,0.300,37
0.391,0.167,0.000,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.694,0.000,0.100,54
0.652,0.833,0.200,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.549,0.000,0.200,42
0.783,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.852,0.000,0.200,55
0.913,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.141,0.000,0.300,28
0.261,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.390,0.000,0.300,29
0.783,0.833,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.802,0.000,0.300,47
0.913,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.146,0.000,0.100,33
0.130,0.167,0.000,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.138,0.000,0.100,25
0.130,0.167,0.000,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.159,0.000,0.200,39
0.000,0.167,0.200,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.161,0.000,0.100,48
0.130,0.833,0.200,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.153,0.000,0.300,45
0.000,0.167,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.127,0.000,0.200,31
0.652,0.833,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.507,0.000,0.200,42
0.652,0.833,0.000,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.597,0.000,0.100,44
0.000,0.167,0.200,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.155,0.000,0.300,59
0.783,0.833,0.000,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.974,0.000,0.300,47
0.652,0.167,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.655,0.000,0.100,51
0.391,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.924,0.000,0.000,62
0.913,0.167,0.000,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.119,0.000,0.100,25
0.652,0.167,0.000,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.509,0.000,0.000,56
0.261,0.167,0.200,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.351,0.000,0.300,40
0.391,0.833,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.791,0.000,0.100,70
0.913,0.833,0.200,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.141,0.000,0.200,44
0.652,0.167,0.200,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.568,0.000,0.400,37
0.000,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.158,0.000,0.100,32
0.391,0.833,0.200,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.798,0.000,0.100,54
0.000,0.833,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.161,0.000,0.200,35
0.261,0.833,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.326,0.000,0.100,38
0.130,0.833,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.113,0.000,0.200,45
0.783,0.167,0.200,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.748,0.000,0.200,66
0.261,0.833,0.000,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.355,0.000,0.000,36
0.130,0.833,0.200,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.130,0.000,0.400,34
0.130,0.833,0.200,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.127,0.000,0.200,27
0.391,0.833,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.841,0.000,0.200,49
0.000,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.158,0.000,0.200,36
0.913,0.833,0.200,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.149,0.000,0.300,40
0.913,0.833,0.000,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.149,0.000,0.200,39
0.391,0.167,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.781,0.000,0.200,60
0.522,0.167,0.200,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.614,0.000,0.200,59
0.783,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.917,0.000,0.200,61
0.000,0.833,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.112,0.000,0.100,27
0.391,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.836,0.000,0.000,60
0.652,0.167,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.568,0.000,0.100,47
0.652,0.167,0.000,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.509,0.000,0.000,34
0.130,0.833,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.146,0.000,0.400,25
0.261,0.167,0.200,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.361,0.000,0.100,50
0.783,0.167,0.200,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,1.000,0.000,0.100,55
0.130,0.167,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.128,0.000,0.000,40
0.261,0.833,0.000,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.334,0.000,0.000,32
0.391,0.167,0.000,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.960,0.000,0.300,54
0.391,0.833,0.000,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.718,0.000,0.300,34
0.391,0.833,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.911,0.000,0.200,53
0.652,0.833,0.000,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.532,0.000,0.200,33
0.261,0.833,0.000,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.360,0.000,0.300,40
0.261,0.167,0.000,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.323,0.000,0.100,33
0.522,0.167,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.510,0.000,0.200,50
0.391,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.926,0.000,0.300,60
0.913,0.833,0.200,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.146,0.000,0.300,30
0.522,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.597,0.000,0.200,43
0.391,0.167,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.821,0.000,0.300,67
0.913,0.167,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.131,0.000,0.000,35
0.261,0.833,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.443,0.000,0.100,49
0.391,0.167,0.000,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.914,0.000,0.200,50
0.130,0.833,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.146,0.000,0.300,24
0.522,0.833,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.598,0.000,0.100,45
0.130,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.145,0.000,0.000,31
0.130,0.833,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.143,0.000,0.300,25
0.391,0.167,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.795,0.000,0.100,71
0.391,0.833,0.000,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.726,0.000,0.000,37
0.522,0.833,0.000,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.598,0.000,0.300,26
0.261,0.833,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.382,0.000,0.400,36
0.652,0.833,0.200,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.539,0.000,0.100,40
0.913,0.833,0.200,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.156,0.000,0.300,43
0.000,0.833,0.200,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.128,0.000,0.200,38
0.522,0.833,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.486,0.000,0.100,35
0.130,0.167,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.113,0.000,0.400,49
0.783,0.167,0.200,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.775,0.000,0.300,51
0.783,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.917,0.000,0.100,48
0.522,0.167,0.000,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.590,0.000,0.000,58
0.261,0.167,0.000,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.356,0.000,0.100,33
0.000,0.833,0.200,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.127,0.000,0.400,25
0.391,0.833,0.000,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.846,0.000,0.100,45
0.913,0.167,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.141,0.000,0.200,40
0.652,0.167,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.549,0.000,0.100,47
0.522,0.167,0.000,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.614,0.000,0.100,56
0.000,0.167,0.000,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.146,0.000,0.000,33
0.130,0.833,0.000,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.128,0.000,0.200,33
0.130,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.165,0.000,0.300,27
0.261,0.833,0.200,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.382,0.000,0.100,40
0.783,0.167,0.200,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.904,0.000,0.100,75
0.652,0.167,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.610,0.000,0.300,58
0.000,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.148,0.000,0.100,31
0.652,0.833,0.200,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.615,0.000,0.200,48
0.783,0.167,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,1.000,0.000,0.200,78
0.913,0.833,0.000,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.153,0.000,0.200,36
0.261,0.833,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.331,0.000,0.100,38
0.130,0.833,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.153,0.000,0.200,43
0.391,0.167,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.836,0.000,0.400,77
0.913,0.167,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.115,0.000,0.200,27
0.913,0.167,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.142,0.000,0.300,33
0.913,0.167,0.200,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.149,0.000,0.400,46
0.652,0.167,0.000,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.480,0.000,0.200,29
0.130,0.833,0.200,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.143,0.000,0.300,32
0.130,0.167,0.200,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.158,0.000,0.200,35
0.391,0.167,0.000,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.726,0.000,0.000,44
0.000,0.167,0.000,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.156,0.000,0.100,27
0.783,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.911,0.000,0.200,59
0.522,0.167,0.000,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.539,0.000,0.200,44
0.261,0.833,0.200,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.430,0.000,0.200,32
0.000,0.833,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.140,0.000,0.000,31
0.000,0.167,0.200,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.121,0.000,0.200,46
0.391,0.167,0.200,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.790,0.000,0.100,74
0.913,0.833,0.000,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.119,0.000,0.300,23
0.783,0.167,0.200,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.848,0.000,0.300,55
0.130,0.833,0.000,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.156,0.000,0.100,27
0.652,0.167,0.200,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.576,0.000,0.200,32
0.000,0.167,0.200,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.165,0.000,0.100,41
0.783,0.833,0.200,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.993,0.000,0.200,51
0.522,0.833,0.000,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.447,0.000,0.000,33
0.000,0.167,0.000,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.117,0.000,0.300,21
0.391,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.866,0.000,0.100,52
0.130,0.833,0.000,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.120,0.000,0.200,33
0.391,0.833,0.200,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.879,0.000,0.200,64
0.261,0.167,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.447,0.000,0.300,46
0.000,0.833,0.000,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.155,0.000,0.300,13
0.652,0.167,0.200,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.517,0.000,0.100,48
0.783,0.167,0.000,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.774,0.000,0.100,60
0.522,0.167,0.200,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.606,0.000,0.200,50
0.522,0.833,0.200,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.516,0.000,0.400,31
0.000,0.167,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.148,0.000,0.100,39
0.783,0.833,0.200,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,1.000,0.000,0.100,49
0.391,0.833,0.000,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.841,0.000,0.200,53
0.783,0.167,0.000,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.974,0.000,0.300,57
0.652,0.167,0.000,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.638,0.000,0.100,54
0.522,0.833,0.000,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.510,0.000,0.000,40
0.913,0.833,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.156,0.000,0.200,41
0.652,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.573,0.000,0.300,43
0.261,0.833,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.429,0.000,0.000,41
0.261,0.833,0.000,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.345,0.000,0.000,44
0.000,0.833,0.200,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.145,0.000,0.300,36
0.130,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.145,0.000,0.100,25
0.261,0.167,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.395,0.000,0.100,45
0.130,0.167,0.000,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.134,0.000,0.300,24
0.652,0.833,0.000,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.509,0.000,0.200,45
0.261,0.833,0.000,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.394,0.000,0.100,40
0.913,0.833,0.200,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.143,0.000,0.100,28
0.522,0.167,0.000,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.523,0.000,0.200,47
0.391,0.833,0.000,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.902,0.000,0.100,55
0.000,0.833,0.000,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.121,0.000,0.300,35
0.130,0.833,0.200,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.123,0.000,0.200,19
0.652,0.833,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.549,0.000,0.100,40
0.783,0.833,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.996,0.000,0.300,59
0.391,0.167,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.813,0.000,0.300,70
0.913,0.833,0.200,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.131,0.000,0.400,34
0.000,0.833,0.200,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.141,0.000,0.400,27
0.783,0.167,0.200,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.774,0.000,0.100,58
0.391,0.167,0.000,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.821,0.000,0.200,68
0.261,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.364,0.000,0.200,34
0.522,0.167,0.000,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.591,0.000,0.200,53
0.391,0.167,0.000,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.687,0.000,0.200,56
0.652,0.167,0.200,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.448,0.000,0.300,43
0.913,0.833,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.148,0.000,0.400,28
0.391,0.833,0.200,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.834,0.000,0.200,60
0.130,0.833,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.126,0.000,0.000,28
0.261,0.833,0.200,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.443,0.000,0.200,51
